-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,13229X2,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,17923X1,-1X1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,3067X1,2092X1,11771X1,-1X1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,4883X1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,3275X2,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,4831X2,17144X2,6926X2,750X1,1348X1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,17273X1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,2867X1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,17069X1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,4343X2,14802X3,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,8766X1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X0,10997X1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,4584X1,3730X2,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,9890X1,-1X1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
-1X-1,7752X1,-1X1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1,-1X-1
