10.976270,14.303787,12.055268
10.897664,8.473096,12.917882
8.751744,17.835460,19.273255
7.668830,15.834501,10.577898
11.360891,18.511933,1.420721
1.742586,0.404368,16.652397
15.563135,17.400243,19.572367
15.983171,9.229587,15.610584
2.365489,12.798420,2.867066
18.893378,10.436966,8.293239
5.291112,15.484674,9.123007
11.368679,0.375796,12.352710
12.241914,12.338680,18.874962
13.636406,7.190158,8.740639
13.952624,1.204509,13.335334
13.412757,4.207651,2.578526
6.308567,7.274215,11.403935
8.772030,19.767477,2.040896
4.177535,3.226190,13.062167
5.065832,9.326215,4.888512
3.179392,2.207503,13.126592
2.763659,3.931647,7.374503
16.419865,1.942026,16.758898
1.921968,19.529189,9.373024
19.535222,12.096910,14.785272
0.783756,5.656139,2.403931
5.922804,2.374554,6.359664
8.285260,1.282950,13.849442
11.332029,5.307790,10.464961
1.878810,11.518930,18.585924
6.371379,13.348208,2.635957
14.326544,5.788122,3.663827
11.730259,0.402151,16.578801
0.093910,13.556331,5.400159
14.703880,19.243771,4.975063
11.523147,11.840839,11.445038
4.461633,19.054980,8.942508
16.928173,13.989586,5.948739
16.275956,7.930115,17.622064
11.625457,17.634707,13.850632
14.505086,10.026488,19.121673
12.879804,8.477101,12.127864
0.383864,6.031496,13.203471
5.801552,12.360309,8.575374
2.709481,5.965647,11.399298
11.817455,11.486505,13.064016
13.042065,8.628369,17.930932
7.351237,8.717299,17.838467
16.123880,14.077772,2.004538
18.389652,14.284826,19.976940
2.988966,17.362521,3.249859
12.311191,2.476400,16.960165
16.146379,11.382015,8.143666
1.383340,13.948575,9.070854
14.441112,17.327647,19.510430
17.116067,0.234282,7.199561
14.599811,3.432594,10.420732
1.086760,3.999930,0.370436
15.873954,4.478494,6.907034
18.561626,14.088288,0.636779
3.293883,12.429568,11.544572
4.757856,18.684280,12.279319
10.712656,11.798200,14.602441
6.238900,7.964421,4.196875
3.723860,18.887448,14.791016
9.809176,4.548293,5.087130
1.160583,8.688333,6.235918
13.926870,7.555037,3.592074
0.493575,1.344993,13.587855
9.073937,10.731584,17.933426
19.806779,4.337940,13.261564
5.266448,0.413020,15.167573
6.400343,7.669278,11.766342
16.620969,12.579637,17.453013
5.470841,15.960937,3.712719
19.055833,13.749766,4.310154
18.947412,14.617116,5.078833
4.266240,10.364014,0.513254
4.149402,8.493709,7.483400
9.271508,5.552574,11.735687
17.277112,2.350637,10.347582
2.641362,14.337194,7.921194
11.308426,3.665597,2.896955
9.761126,7.112255,18.808639
15.306505,14.973272,18.074395
1.668449,11.043849,11.689521
19.238728,5.842951,4.816576
2.005879,0.328593,18.590586
13.398331,15.703058,5.634602
11.728203,1.279105,9.712552
19.549903,17.530105,6.763179
19.231403,4.634033,18.986376
18.827554,15.984052,12.608959
