8.666658,-79.247599,19.079761
1.781913,10.931686,19.407694
-3.487238,6.380769,65.367983
126.278585,8.578854,0.458791
1087.061389,40.635994,40.256876
176.299866,20.657614,14.352255
190.746318,33.242531,11.337930
78.584219,-17.021676,19.772197
-13.896246,-396.746485,8.681249
-12.809598,-103.785392,10.561212
-5.758923,-40.145819,12.475963
-74.680658,-251.776418,16.891953
-8.043111,-35.483294,13.280384
3.281856,1.386560,29.457616
3.575951,10.010788,20.683667
2.982321,11.387970,27.977358
-0.371902,3.615917,217.135276
3.157832,4.570729,86.793366
877.026251,30.148084,29.459090
121.196856,8.680337,3.951643
1539.741295,9.378926,7.616624
1471.503472,19.600127,16.854168
569.299440,9.281683,4.634278
22.981437,14.016862,-7.362447
-17.935863,12.323050,16.007704
13.098464,-7.265257,9.303623
14.543590,24.531162,-5.130709
0.959843,-5.342157,14.956952
2.368871,-0.335671,15.900284
3.248711,-4.872849,14.664525
3.798091,-3.933363,14.791224
0.630453,10.272296,18.459575
-1.810031,8.697099,22.276692
-24.937509,9.385675,17.263434
-20.912810,9.666490,17.079181
18.019589,-0.229813,20.600544
17.582372,0.514999,19.869594
13.339643,-5.492034,16.376232
1.044067,7.353931,20.106678
22.378105,2.183085,81.654835
-255.008522,-426.198526,23011.744572
3.494998,-3.305145,369.944456
17.524730,3.921734,33.727984
16.713015,3.106276,20.698077
16.523949,3.147602,19.804984
15.821395,4.392123,26.590260
23.268506,18.040184,3.512968
22.870022,19.765480,5.167573
84.899900,8.323898,4.280409
90.520858,8.629407,3.589332
89.874163,8.580903,2.048653
76.479969,9.292936,0.321104
65.617625,9.495217,-0.531983
23.036912,10.132309,-1.348645
-35.030331,13.814612,15.765195
44.706264,16.486599,18.562198
42.949935,16.507996,18.393645
42.251669,16.366680,18.441094
22.676299,11.446448,13.444288
75.811827,7.825622,4.873215
18.643093,-3.973726,1.858740
18.631844,-18.972643,-2.082870
17.743655,9.688191,-422.731891
-120.692078,6.402977,6.248138
-36.449957,2.325686,2.976462
-4.549747,-186.095661,7.127191
21.952544,-646.234809,1.927063
22.767952,-686.048709,1.249902
4.646808,-307.210042,13.281333
-12.534425,-451.875066,8.673713
2.677006,-741.759589,15.622560
11.345864,7.334353,0.900750
11.205090,6.951711,0.394246
0.746329,1.675033,18.125107
1.089921,1.975223,18.388461
-7.055236,-5.750261,15.717087
-0.062808,1.556092,17.501500
1.858853,1.067060,16.260453
1.888686,1.226011,16.356671
16.818750,-0.233747,15.635830
20.813978,-1.933592,18.847556
21.946354,0.661538,17.202915
18.736094,0.509232,17.679358
22.148415,14.613056,-5.999874
17.187875,18.054416,-0.296540
22.573293,14.019646,-7.412457
23.720972,14.419137,2.002618
22.139004,16.713742,2.948356
20.708323,15.798040,2.879310
19.874686,16.397784,-0.493763
20.785049,18.134692,3.034577
18.314130,18.723080,3.059096
18.616828,19.176956,1.529901
18.102238,19.203968,1.812197
18.952807,17.498324,-0.257834
17.815161,18.297113,1.079713
21.705320,18.485633,7.104245
19.774504,18.469970,5.597807
17.773319,19.001837,2.629270
18.060954,18.828242,2.931396
17.564268,18.661696,2.729657
17.960736,24.220505,2.155848
18.703849,19.093809,3.524515
19.795175,19.806586,4.498412
19.463169,19.479036,4.700287
16.306895,44.171708,1.183236
211.981435,18.708558,28.974803
287.425964,19.699293,23.938264
284.651004,19.519689,23.742038
105.483583,15.739309,19.708885
23.240375,11.132296,14.527603
107.811392,15.709475,18.923760
61.022046,13.098706,16.035524
31.494275,13.166510,6.694302
30.852784,16.654450,16.601560
26.153233,15.180508,17.447674
25.518350,15.148254,17.494529
25.726360,15.132647,17.413156
-2.074777,10.462129,17.584927
4.078901,2.643445,16.908506
40.163863,-2.304037,13.196548
90.665814,-26.192136,22.322188
54.156335,-20.168568,22.659342
17.026805,1.035598,13.704746
17.190725,-3.666340,14.879943
22.136939,-356.885565,5.311500
16.188787,-10.966295,14.113070
16.014482,-6.187207,13.318082
17.875322,-57.683092,7.808006
16.740212,-66.696362,8.647128
37.983399,-898.241407,-5.092986
45.086885,-1112.855119,-8.794358
38.259775,-881.843141,-5.325181
40.133328,-2.291596,13.190989
40.068840,-2.270232,13.186248
54.450062,6.639976,4.515391
61.129798,6.996379,2.887105
53.781916,7.725499,1.445011
36.229682,4.915339,5.400773
35.794419,-0.808000,12.857148
12.080136,6.336193,0.554982
27.786635,4.644490,2.362697
59.641258,9.814980,-4.689642
28.864881,12.038027,-15.064426
13.204113,1.230215,14.642823
4.750874,5.737645,7.568480
14.203194,20.703949,1.783527
2.162556,12.226491,0.789333
-5.057450,8.884554,4.383508
-11.956296,9.042938,4.951975
10.323876,-4.007712,3.500337
10.313106,-4.058198,3.505986
10.294819,-3.962384,3.492135
-1.048487,-38.491762,7.072281
0.606330,-36.059292,6.529535
1.666171,1.819555,2.049550
2.182053,-19.563103,4.399418
-11.366224,2.075511,4.115242
-1.466655,3.003078,2.418463
-2.838029,3.552328,2.978320
-4.246235,2.330592,5.153328
-3.911563,3.549552,2.749280
-3.496465,3.566860,2.680589
-3.467570,3.593815,2.756388
8.845806,-18.646950,9.704346
12.050608,5.974404,0.822001
12.207681,5.144334,2.006242
11.168957,6.810701,0.506130
11.033616,6.127441,1.801836
